token: the, frequency: 6522
token: failing, frequency: 2
token: eyebrows, frequency: 2
token: extremely, frequency: 2
token: extreme, frequency: 2
token: extraordinary, frequency: 2
token: extract, frequency: 2
token: expropriated, frequency: 2
token: exploded, frequency: 2
token: explanation, frequency: 2
token: explained, frequency: 2
token: expensive, frequency: 2
token: exhibit, frequency: 2
token: exhausting, frequency: 2
token: exercises, frequency: 2
token: execution, frequency: 2
token: excitement, frequency: 2
token: excitedly, frequency: 2
token: exceptions, frequency: 2
token: exception, frequency: 2
token: excellent, frequency: 2
token: exaggerated, frequency: 2
token: everlasting, frequency: 2
token: evenly, frequency: 2
token: etymological, frequency: 2
token: eternity, frequency: 2
token: eternal, frequency: 2
token: established, frequency: 2
token: error, frequency: 2
token: er, frequency: 2
token: equivocal, frequency: 2
token: equilibrium, frequency: 2
token: equatorial, frequency: 2
token: equator, frequency: 2
token: envy, frequency: 2
token: enveloping, frequency: 2
token: entrusted, frequency: 2
token: enthusiastic, frequency: 2
token: enter, frequency: 2
token: entailed, frequency: 2
token: entail, frequency: 2
token: enjoyment, frequency: 2
token: enjoyed, frequency: 2
token: energy, frequency: 2
token: endured, frequency: 2
token: endlessly, frequency: 2
token: encouragement, frequency: 2
token: emptiness, frequency: 2
token: emotional, frequency: 2
token: emerge, frequency: 2
token: embodied, frequency: 2
token: embezzlement, frequency: 2
token: embedded, frequency: 2
token: embarrassing, frequency: 2
token: eliminating, frequency: 2
token: eliminated, frequency: 2
token: element, frequency: 2
token: elaborate, frequency: 2
token: eighty, frequency: 2
token: efforts, frequency: 2
token: effects, frequency: 2
token: education, frequency: 2
token: echoed, frequency: 2
token: eastasian, frequency: 2
token: easier, frequency: 2
token: earthly, frequency: 2
token: eared, frequency: 2
token: ealth, frequency: 2
token: eals, frequency: 2
token: eagerness, frequency: 2
token: dye, frequency: 2
token: dwelling, frequency: 2
token: dutifully, frequency: 2
token: dustbins, frequency: 2
token: dung, frequency: 2
token: dummy, frequency: 2
token: dug, frequency: 2
token: drunks, frequency: 2
token: drunk, frequency: 2
token: drudgery, frequency: 2
token: drown, frequency: 2
token: drove, frequency: 2
token: drivelling, frequency: 2
token: drive, frequency: 2
token: dripping, frequency: 2
token: drinks, frequency: 2
token: drifted, frequency: 2
token: dress, frequency: 2
token: dreary, frequency: 2
token: dread, frequency: 2
token: drawed, frequency: 2
token: drained, frequency: 2
token: dragging, frequency: 2
token: downwards, frequency: 2
token: doubts, frequency: 2
token: doubted, frequency: 2
token: doubling, frequency: 2
token: doubleplusungood, frequency: 2
token: doubleplusgood, frequency: 2
token: doubleplus, frequency: 2
token: dono, frequency: 2
token: dome, frequency: 2
token: dodge, frequency: 2
token: dock, frequency: 2
token: divorce, frequency: 2
token: distribution, frequency: 2
token: distribute, frequency: 2
token: distinguish, frequency: 2
token: distinct, frequency: 2
token: disseminate, frequency: 2
token: disregarded, frequency: 2
token: disproved, frequency: 2
token: disproportionately, frequency: 2
token: disposes, frequency: 2
token: disposal, frequency: 2
token: displays, frequency: 2
token: display, frequency: 2
token: disgustedly, frequency: 2
token: disgust, frequency: 2
token: disguise, frequency: 2
token: diseases, frequency: 2
token: discussion, frequency: 2
token: discuss, frequency: 2
token: discontented, frequency: 2
token: discoloured, frequency: 2
token: disarming, frequency: 2
token: disappearances, frequency: 2
token: directive, frequency: 2
token: directions, frequency: 2
token: dipped, frequency: 2
token: dimmed, frequency: 2
token: diminution, frequency: 2
token: dignity, frequency: 2
token: difficulties, frequency: 2
token: differences, frequency: 2
token: didnt, frequency: 2
token: dice, frequency: 2
token: devoured, frequency: 2
token: devised, frequency: 2
token: devices, frequency: 2
token: device, frequency: 2
token: deviations, frequency: 2
token: deviation, frequency: 2
token: developing, frequency: 2
token: devastating, frequency: 2
token: determine, frequency: 2
token: detect, frequency: 2
token: despicable, frequency: 2
token: despatches, frequency: 2
token: desert, frequency: 2
token: derivation, frequency: 2
token: depended, frequency: 2
token: departments, frequency: 2
token: deny, frequency: 2
token: denounce, frequency: 2
token: demoralization, frequency: 2
token: demonstrating, frequency: 2
token: delusion, frequency: 2
token: deliver, frequency: 2
token: delight, frequency: 2
token: degree, frequency: 2
token: defective, frequency: 2
token: decision, frequency: 2
token: decide, frequency: 2
token: december, frequency: 2
token: deaths, frequency: 2
token: dearie, frequency: 2
token: deafening, frequency: 2
token: dayorder, frequency: 2
token: daydream, frequency: 2
token: daughter, frequency: 2
token: dates, frequency: 2
token: darted, frequency: 2
token: dangers, frequency: 2
token: dance, frequency: 2
token: dampness, frequency: 2
token: cyclical, frequency: 2
token: curved, frequency: 2
token: curtain, frequency: 2
token: cured, frequency: 2
token: cunning, frequency: 2
token: cultivated, frequency: 2
token: crushing, frequency: 2
token: crudest, frequency: 2
token: crowds, frequency: 2
token: crowding, frequency: 2
token: crocuses, frequency: 2
token: cries, frequency: 2
token: cream, frequency: 2
token: creaking, frequency: 2
token: cramped, frequency: 2
token: crackle, frequency: 2
token: covers, frequency: 2
token: courts, frequency: 2
token: counterpane, frequency: 2
token: cough, frequency: 2
token: corruption, frequency: 2
token: corresponding, frequency: 2
token: corrections, frequency: 2
token: corrected, frequency: 2
token: correct, frequency: 2
token: corpse, frequency: 2
token: corn, frequency: 2
token: cool, frequency: 2
token: convulsive, frequency: 2
token: convoy, frequency: 2
token: convinced, frequency: 2
token: conviction, frequency: 2
token: contradiction, frequency: 2
token: contradicted, frequency: 2
token: contracted, frequency: 2
token: continuity, frequency: 2
token: continuing, frequency: 2
token: continues, frequency: 2
token: contemplated, frequency: 2
token: contacts, frequency: 2
token: construction, frequency: 2
token: conspirators, frequency: 2
token: considerable, frequency: 2
token: congo, frequency: 2
token: confusion, frequency: 2
token: conflicted, frequency: 2
token: conclusion, frequency: 2
token: communists, frequency: 2
token: communist, frequency: 2
token: communicate, frequency: 2
token: commotion, frequency: 2
token: commonly, frequency: 2
token: commanding, frequency: 2
token: comma, frequency: 2
token: combine, frequency: 2
token: colours, frequency: 2
token: colourless, frequency: 2
token: colonies, frequency: 2
token: collectivism, frequency: 2
token: collectively, frequency: 2
token: collect, frequency: 2
token: colder, frequency: 2
token: coincidence, frequency: 2
token: code, frequency: 2
token: cock, frequency: 2
token: cobbled, frequency: 2
token: coats, frequency: 2
token: coated, frequency: 2
token: coast, frequency: 2
token: clumsily, frequency: 2
token: clump, frequency: 2
token: cloud, frequency: 2
token: clothing, frequency: 2
token: cloth, frequency: 2
token: clocks, frequency: 2
token: climate, frequency: 2
token: clicked, frequency: 2
token: click, frequency: 2
token: cleared, frequency: 2
token: cleaned, frequency: 2
token: clatter, frequency: 2
token: clasp, frequency: 2
token: clank, frequency: 2
token: clamoured, frequency: 2
token: civilized, frequency: 2
token: citizens, frequency: 2
token: circle, frequency: 2
token: churches, frequency: 2
token: childish, frequency: 2
token: childbearing, frequency: 2
token: cheekbone, frequency: 2
token: cheating, frequency: 2
token: cheat, frequency: 2
token: chattering, frequency: 2
token: charge, frequency: 2
token: chanting, frequency: 2
token: chanted, frequency: 2
token: chances, frequency: 2
token: chamber, frequency: 2
token: chalk, frequency: 2
token: chain, frequency: 2
token: centralized, frequency: 2
token: centimetre, frequency: 2
token: celibacy, frequency: 2
token: ceases, frequency: 2
token: cease, frequency: 2
token: cavernous, frequency: 2
token: causes, frequency: 2
token: catholic, frequency: 2
token: catalogue, frequency: 2
token: cat, frequency: 2
token: casting, frequency: 2
token: caste, frequency: 2
token: cars, frequency: 2
token: carriages, frequency: 2
token: carriage, frequency: 2
token: car, frequency: 2
token: captured, frequency: 2
token: capacity, frequency: 2
token: cancelled, frequency: 2
token: canada, frequency: 2
token: camouflage, frequency: 2
token: camera, frequency: 2
token: calls, frequency: 2
token: calculate, frequency: 2
token: cake, frequency: 2
token: byron, frequency: 2
token: buttocks, frequency: 2
token: bushy, frequency: 2
token: bus, frequency: 2
token: burrow, frequency: 2
token: buried, frequency: 2
token: bumstead, frequency: 2
token: bumps, frequency: 2
token: bubble, frequency: 2
token: bruised, frequency: 2
token: bristled, frequency: 2
token: briefly, frequency: 2
token: brick, frequency: 2
token: breathed, frequency: 2
token: brazzaville, frequency: 2
token: brawny, frequency: 2
token: brainy, frequency: 2
token: boys, frequency: 2
token: bow, frequency: 2
token: boundaries, frequency: 2
token: bough, frequency: 2
token: bothered, frequency: 2
token: boring, frequency: 2
token: bootlaces, frequency: 2
token: boot, frequency: 2
token: booming, frequency: 2
token: boomed, frequency: 2
token: bookcase, frequency: 2
token: bombing, frequency: 2
token: bolshevism, frequency: 2
token: boiling, frequency: 2
token: blurry, frequency: 2
token: bloke, frequency: 2
token: bloated, frequency: 2
token: blew, frequency: 2
token: bleating, frequency: 2
token: blankets, frequency: 2
token: blanket, frequency: 2
token: bladder, frequency: 2
token: blackwhite, frequency: 2
token: blackberry, frequency: 2
token: bitten, frequency: 2
token: birds, frequency: 2
token: biological, frequency: 2
token: betrayal, frequency: 2
token: bend, frequency: 2
token: belongings, frequency: 2
token: belonging, frequency: 2
token: belong, frequency: 2
token: bellyfeel, frequency: 2
token: belfry, frequency: 2
token: behaviour, frequency: 2
token: begins, frequency: 2
token: beggars, frequency: 2
token: bedroom, frequency: 2
token: bedhead, frequency: 2
token: beatings, frequency: 2
token: beat, frequency: 2
token: beastly, frequency: 2
token: beard, frequency: 2
token: bearable, frequency: 2
token: battlefield, frequency: 2
token: batteries, frequency: 2
token: bathroom, frequency: 2
token: bases, frequency: 2
token: barricades, frequency: 2
token: barked, frequency: 2
token: banner, frequency: 2
token: bandits, frequency: 2
token: ball, frequency: 2
token: balance, frequency: 2
token: baize, frequency: 2
token: babies, frequency: 2
token: awye, frequency: 2
token: awakened, frequency: 2
token: avert, frequency: 2
token: available, frequency: 2
token: attractive, frequency: 2
token: attraction, frequency: 2
token: attitudes, frequency: 2
token: attendants, frequency: 2
token: atlantic, frequency: 2
token: associations, frequency: 2
token: assisted, frequency: 2
token: assailed, frequency: 2
token: asiatic, frequency: 2
token: asia, frequency: 2
token: arts, frequency: 2
token: articulate, frequency: 2
token: arst, frequency: 2
token: arriving, frequency: 2
token: aroused, frequency: 2
token: around, frequency: 2
token: arose, frequency: 2
token: armies, frequency: 2
token: aristocracy, frequency: 2
token: argued, frequency: 2
token: aren, frequency: 2
token: architecture, frequency: 2
token: arbitrary, frequency: 2
token: apron, frequency: 2
token: approved, frequency: 2
token: appreciate, frequency: 2
token: appendix, frequency: 2
token: appeals, frequency: 2
token: appealing, frequency: 2
token: apparatus, frequency: 2
token: apologetically, frequency: 2
token: antefiling, frequency: 2
token: answerable, frequency: 2
token: anonymous, frequency: 2
token: announce, frequency: 2
token: annihilation, frequency: 2
token: animated, frequency: 2
token: anger, frequency: 2
token: anchored, frequency: 2
token: amusement, frequency: 2
token: amid, frequency: 2
token: ambivalent, frequency: 2
token: alternately, frequency: 2
token: altercation, frequency: 2
token: allusion, frequency: 2
token: alert, frequency: 2
token: aint, frequency: 2
token: agitation, frequency: 2
token: african, frequency: 2
token: afford, frequency: 2
token: afflicted, frequency: 2
token: affix, frequency: 2
token: affected, frequency: 2
token: affairs, frequency: 2
token: adverbs, frequency: 2
token: adverb, frequency: 2
token: advantages, frequency: 2
token: advanced, frequency: 2
token: admiration, frequency: 2
token: adjusted, frequency: 2
token: adherents, frequency: 2
token: addressing, frequency: 2
token: add, frequency: 2
token: activity, frequency: 2
token: acrorss, frequency: 2
token: acquired, frequency: 2
token: acid, frequency: 2
token: achieving, frequency: 2
token: achievements, frequency: 2
token: achievement, frequency: 2
token: accusing, frequency: 2
token: accused, frequency: 2
token: accurately, frequency: 2
token: accumulation, frequency: 2
token: accordingly, frequency: 2
token: accomplishes, frequency: 2
token: accidental, frequency: 2
token: acceptance, frequency: 2
token: accent, frequency: 2
token: abstract, frequency: 2
token: absorption, frequency: 2
token: absent, frequency: 2
token: ability, frequency: 2
token: abbreviating, frequency: 2
token: abasement, frequency: 2
token: aback, frequency: 2
token: ], frequency: 2
token: [, frequency: 2
token: 85, frequency: 2
token: 84, frequency: 2
token: 8, frequency: 2
token: 7, frequency: 2
token: 300, frequency: 2
token: 20, frequency: 2
token: 1983, frequency: 2
token: 1973, frequency: 2
token: 1930, frequency: 2
token: 1925, frequency: 2
token: 145, frequency: 2
token: 000, frequency: 2
token: zoom, frequency: 1
token: zipper, frequency: 1
token: zip, frequency: 1
token: zig, frequency: 1
token: zealous, frequency: 1
token: zealot, frequency: 1
token: zagging, frequency: 1
token: yp, frequency: 1
token: youthfulness, frequency: 1
token: youngish, frequency: 1
token: yielding, frequency: 1
token: yielded, frequency: 1
token: yield, frequency: 1
token: yellowish, frequency: 1
token: yellowed, frequency: 1
token: yelling, frequency: 1
token: yde, frequency: 1
token: yapped, frequency: 1
token: writings, frequency: 1
token: writhing, frequency: 1
token: writers, frequency: 1
token: wrists, frequency: 1
token: wrinkles, frequency: 1
token: wriggled, frequency: 1
token: wriggle, frequency: 1
token: wretches, frequency: 1
token: wrenches, frequency: 1
token: wrecking, frequency: 1
token: wreckage, frequency: 1
token: wreck, frequency: 1
token: wrappings, frequency: 1
token: wrapping, frequency: 1
token: wrap, frequency: 1
token: wounds, frequency: 1
token: worthy, frequency: 1
token: worthless, frequency: 1
token: worshipped, frequency: 1
token: worrying, frequency: 1
token: worries, frequency: 1
token: worried, frequency: 1
token: workshop, frequency: 1
token: workmate, frequency: 1
token: workings, frequency: 1
token: wool, frequency: 1
token: woods, frequency: 1
token: wonderful, frequency: 1
token: wolfed, frequency: 1
token: wives, frequency: 1
token: witty, frequency: 1
token: witted, frequency: 1
token: wits, frequency: 1
token: withstand, frequency: 1
token: wishing, frequency: 1
token: wires, frequency: 1
token: wireless, frequency: 1
token: winters, frequency: 1
token: winter, frequency: 1
token: winners, frequency: 1
token: winks, frequency: 1
token: winked, frequency: 1
token: windy, frequency: 1
token: wince, frequency: 1
token: win, frequency: 1
token: wilsher, frequency: 1
token: willows, frequency: 1
token: willing, frequency: 1
token: willed, frequency: 1
token: wildly, frequency: 1
token: wilder, frequency: 1
token: wields, frequency: 1
token: width, frequency: 1
token: widower, frequency: 1
token: widespread, frequency: 1
token: widened, frequency: 1
token: wickedness, frequency: 1
token: whizzing, frequency: 1
token: whiteness, frequency: 1
token: whitened, frequency: 1
token: whistled, frequency: 1
token: whispers, frequency: 1
token: whiskers, frequency: 1
token: whirled, frequency: 1
token: whips, frequency: 1
token: whipped, frequency: 1
token: whining, frequency: 1
token: whines, frequency: 1
token: whined, frequency: 1
token: whimpered, frequency: 1
token: whiffs, frequency: 1
token: whiff, frequency: 1
token: whereby, frequency: 1
token: wheeled, frequency: 1
token: wheedle, frequency: 1
token: west, frequency: 1
token: welling, frequency: 1
token: welded, frequency: 1
token: welcome, frequency: 1
token: weighted, frequency: 1
token: weighed, frequency: 1
token: weep, frequency: 1
token: weekly, frequency: 1
token: weeds, frequency: 1
token: weaving, frequency: 1
token: wearily, frequency: 1
token: wearied, frequency: 1
token: weakly, frequency: 1
token: weaklings, frequency: 1
token: weaker, frequency: 1
token: wayward, frequency: 1
token: waxwork, frequency: 1
token: waxen, frequency: 1
token: waxed, frequency: 1
token: wax, frequency: 1
token: wavers, frequency: 1
token: watery, frequency: 1
token: waters, frequency: 1
token: watering, frequency: 1
token: watches, frequency: 1
token: wasted, frequency: 1
token: wastage, frequency: 1
token: wass, frequency: 1
token: warriors, frequency: 1
token: warned, frequency: 1
token: warmer, frequency: 1
token: wariness, frequency: 1
token: wantonness, frequency: 1
token: wallowing, frequency: 1
token: wakefulness, frequency: 1
token: wake, frequency: 1
token: waists, frequency: 1
token: waistline, frequency: 1
token: wailed, frequency: 1
token: wail, frequency: 1
token: waging, frequency: 1
token: wage, frequency: 1
token: wading, frequency: 1
token: waddling, frequency: 1
token: waddled, frequency: 1
token: wad, frequency: 1
token: vulgar, frequency: 1
token: vow, frequency: 1
token: vomited, frequency: 1
token: voluptuously, frequency: 1
token: voluptuous, frequency: 1
token: volunteers, frequency: 1
token: voluntarily, frequency: 1
token: voicing, frequency: 1
token: vocabularies, frequency: 1
token: vitriol, frequency: 1
token: visualizing, frequency: 1
token: visualized, frequency: 1
token: vistula, frequency: 1
token: vistas, frequency: 1
token: visiting, frequency: 1
token: visited, frequency: 1
token: visible, frequency: 1
token: virtuosity, frequency: 1
token: violets, frequency: 1
token: violence, frequency: 1
token: violations, frequency: 1
token: violated, frequency: 1
token: violate, frequency: 1
token: vindictiveness, frequency: 1
token: vindicate, frequency: 1
token: villainous, frequency: 1
token: vilifies, frequency: 1
token: vilely, frequency: 1
token: victoriously, frequency: 1
token: victor, frequency: 1
token: vicious, frequency: 1
token: vibrate, frequency: 1
token: vestibule, frequency: 1
token: vertically, frequency: 1
token: vertebrae, frequency: 1
token: verifying, frequency: 1
token: verging, frequency: 1
token: venomously, frequency: 1
token: venomous, frequency: 1
token: venerated, frequency: 1
token: vehicle, frequency: 1
token: vehemently, frequency: 1
token: vegetation, frequency: 1
token: vegetables, frequency: 1
token: vegetable, frequency: 1
token: varies, frequency: 1
token: variations, frequency: 1
token: variation, frequency: 1
token: variant, frequency: 1
token: vapour, frequency: 1
token: vapid, frequency: 1
token: van, frequency: 1
token: valued, frequency: 1
token: validity, frequency: 1
token: valiant, frequency: 1
token: valet, frequency: 1
token: vainly, frequency: 1
token: vain, frequency: 1
token: utterance, frequency: 1
token: utopias, frequency: 1
token: utopianism, frequency: 1
token: utmost, frequency: 1
token: utilitarian, frequency: 1
token: uselessly, frequency: 1
token: usage, frequency: 1
token: urine, frequency: 1
token: urge, frequency: 1
token: urbane, frequency: 1
token: upward, frequency: 1
token: upset, frequency: 1
token: uproar, frequency: 1
token: unwritten, frequency: 1
token: unwilling, frequency: 1
token: unwholesome, frequency: 1
token: unwearying, frequency: 1
token: unused, frequency: 1
token: untruthfully, frequency: 1
token: untruthful, frequency: 1
token: untrue, frequency: 1
token: untranslatable, frequency: 1
token: untouchables, frequency: 1
token: untidy, frequency: 1
token: unsympathetic, frequency: 1
token: unsupported, frequency: 1
token: unspoken, frequency: 1
token: unsolved, frequency: 1
token: unsinkable, frequency: 1
token: unscrew, frequency: 1
token: unsatisfying, frequency: 1
token: unsaid, frequency: 1
token: unrolling, frequency: 1
token: unresisting, frequency: 1
token: unreservedly, frequency: 1
token: unreproved, frequency: 1
token: unrepented, frequency: 1
token: unreasonable, frequency: 1
token: unreal, frequency: 1
token: unquestioning, frequency: 1
token: unprocurable, frequency: 1
token: unproceed, frequency: 1
token: unopposed, frequency: 1
token: unnoticed, frequency: 1
token: unmasked, frequency: 1
token: unlight, frequency: 1
token: unknowns, frequency: 1
token: unknown, frequency: 1
token: unjust, frequency: 1
token: unity, frequency: 1
token: united, frequency: 1
token: union, frequency: 1
token: unimagined, frequency: 1
token: ungovernable, frequency: 1
token: unfreedom, frequency: 1
token: unfortunately, frequency: 1
token: unformed, frequency: 1
token: unfolded, frequency: 1
token: unflinchingly, frequency: 1
token: unexplored, frequency: 1
token: unexampled, frequency: 1
token: uneven, frequency: 1
token: unequal, frequency: 1
token: unending, frequency: 1
token: undone, frequency: 1
token: undisputed, frequency: 1
token: undirected, frequency: 1
token: undigested, frequency: 1
token: undetected, frequency: 1
token: underworld, frequency: 1
token: underwent, frequency: 1
token: underwater, frequency: 1
token: undermost, frequency: 1
token: undermines, frequency: 1
token: undermine, frequency: 1
token: underheated, frequency: 1
token: underfed, frequency: 1
token: underestimated, frequency: 1
token: undercharged, frequency: 1
token: undeclared, frequency: 1
token: undark, frequency: 1
token: uncured, frequency: 1
token: uncovered, frequency: 1
token: uncover, frequency: 1
token: uncorking, frequency: 1
token: unconvincing, frequency: 1
token: uncontrollable, frequency: 1
token: unconsciously, frequency: 1
token: uncomprehending, frequency: 1
token: uncommanded, frequency: 1
token: uncomfortably, frequency: 1
token: uncold, frequency: 1
token: unclean, frequency: 1
token: uncle, frequency: 1
token: unchangeable, frequency: 1
token: uncertainty, frequency: 1
token: unceasingly, frequency: 1
token: uncalled, frequency: 1
token: unbroken, frequency: 1
token: unborn, frequency: 1
token: unbent, frequency: 1
token: unbellyfeel, frequency: 1
token: unaware, frequency: 1
token: unattended, frequency: 1
token: unappeasable, frequency: 1
token: unanswered, frequency: 1
token: un, frequency: 1
token: tyrannies, frequency: 1
token: typography, frequency: 1
token: twos, frequency: 1
token: twitched, frequency: 1
token: twitch, frequency: 1
token: twisting, frequency: 1
token: turns, frequency: 1
token: turnip, frequency: 1
token: turmoil, frequency: 1
token: tunic, frequency: 1
token: tunefully, frequency: 1
token: tuneful, frequency: 1
token: tumbled, frequency: 1
token: tugging, frequency: 1
token: tufts, frequency: 1
token: tubby, frequency: 1
token: truthfulness, frequency: 1
token: truthful, frequency: 1
token: trustworthy, frequency: 1
token: truisms, frequency: 1
token: trueful, frequency: 1
token: trousers, frequency: 1
token: troubling, frequency: 1
token: trophy, frequency: 1
token: trolleys, frequency: 1
token: trivialities, frequency: 1
token: triumphing, frequency: 1
token: triumphantly, frequency: 1
token: triumphant, frequency: 1
token: tripping, frequency: 1
token: tripped, frequency: 1
token: trim, frequency: 1
token: tricks, frequency: 1
token: trickling, frequency: 1
token: trickery, frequency: 1
token: tribute, frequency: 1
token: tribunal, frequency: 1
token: tribe, frequency: 1
token: triangular, frequency: 1
token: tremulous, frequency: 1
token: treetops, frequency: 1
token: treatment, frequency: 1
token: treatise, frequency: 1
token: treaties, frequency: 1
token: treasurer, frequency: 1
token: treadmill, frequency: 1
token: treading, frequency: 1
token: tread, frequency: 1
token: treacheries, frequency: 1
token: traps, frequency: 1
token: transport, frequency: 1
token: transparent, frequency: 1
token: transparency, frequency: 1
token: transmitting, frequency: 1
token: transmitted, frequency: 1
token: transmit, frequency: 1
token: translucency, frequency: 1
token: translating, frequency: 1
token: transit, frequency: 1
token: transcription, frequency: 1
token: trains, frequency: 1
token: tragedy, frequency: 1
token: traffic, frequency: 1
token: tradesman, frequency: 1
token: tracking, frequency: 1
token: tracked, frequency: 1
token: tracing, frequency: 1
token: traced, frequency: 1
token: toys, frequency: 1
token: toward, frequency: 1
token: tour, frequency: 1
token: tough, frequency: 1
token: tossed, frequency: 1
token: torrent, frequency: 1
token: torpid, frequency: 1
token: torpedo, frequency: 1
token: tormentor, frequency: 1
token: tormenting, frequency: 1
token: topped, frequency: 1
token: toothy, frequency: 1
token: toothless, frequency: 1
token: tonight, frequency: 1
token: toms, frequency: 1
token: tolerates, frequency: 1
token: toiling, frequency: 1
token: toiled, frequency: 1
token: toe, frequency: 1
token: titular, frequency: 1
token: titles, frequency: 1
token: tirelessly, frequency: 1
token: tinier, frequency: 1
token: tingling, frequency: 1
token: tinged, frequency: 1
token: timorously, frequency: 1
token: timed, frequency: 1
token: timber, frequency: 1
token: tiled, frequency: 1
token: tighter, frequency: 1
token: tightened, frequency: 1
token: tight, frequency: 1
token: tiger, frequency: 1
token: ties, frequency: 1
token: tied, frequency: 1
token: tiddly, frequency: 1
token: tickle, frequency: 1
token: tickets, frequency: 1
token: tic, frequency: 1
token: tibet, frequency: 1
token: thundering, frequency: 1
token: thundered, frequency: 1
token: thump, frequency: 1
token: throwing, frequency: 1
token: thrill, frequency: 1
token: threshold, frequency: 1
token: threes, frequency: 1
token: threats, frequency: 1
token: threaten, frequency: 1
token: threading, frequency: 1
token: threadbare, frequency: 1
token: thread, frequency: 1
token: thrashing, frequency: 1
token: thousandth, frequency: 1
token: thoughtless, frequency: 1
token: thoroughness, frequency: 1
token: thoroughly, frequency: 1
token: thoroughfare, frequency: 1
token: thirteen, frequency: 1
token: thirst, frequency: 1
token: thinked, frequency: 1
token: thinkable, frequency: 1
token: thereby, frequency: 1
token: thereafter, frequency: 1
token: theoretically, frequency: 1
token: theoretical, frequency: 1
token: themes, frequency: 1
token: theme, frequency: 1
token: theirs, frequency: 1
token: theatre, frequency: 1
token: texts, frequency: 1
token: testing, frequency: 1
token: testicles, frequency: 1
token: tested, frequency: 1
token: termination, frequency: 1
token: tepid, frequency: 1
token: tentatively, frequency: 1
token: tentative, frequency: 1
token: tension, frequency: 1
token: tenses, frequency: 1
token: tense, frequency: 1
token: tens, frequency: 1
token: tenets, frequency: 1
token: tenet, frequency: 1
token: tenements, frequency: 1
token: tending, frequency: 1
token: tenant, frequency: 1
token: temporary, frequency: 1
token: temple, frequency: 1
token: temperature, frequency: 1
token: television, frequency: 1
token: telescoped, frequency: 1
token: teleprogrammes, frequency: 1
token: teledep, frequency: 1
token: tele, frequency: 1
token: technology, frequency: 1
token: technological, frequency: 1
token: technicians, frequency: 1
token: technically, frequency: 1
token: technicalities, frequency: 1
token: teacup, frequency: 1
token: teachings, frequency: 1
token: teaching, frequency: 1
token: teachers, frequency: 1
token: teach, frequency: 1
token: tauter, frequency: 1
token: tasteless, frequency: 1
token: tasks, frequency: 1
token: tarnished, frequency: 1
token: target, frequency: 1
token: tap, frequency: 1
token: tanks, frequency: 1
token: tank, frequency: 1
token: tangier, frequency: 1
token: tang, frequency: 1
token: tampering, frequency: 1
token: tamper, frequency: 1
token: tallish, frequency: 1
token: talks, frequency: 1
token: tales, frequency: 1
token: talents, frequency: 1
token: talent, frequency: 1
token: tacked, frequency: 1
token: systematized, frequency: 1
token: systematic, frequency: 1
token: syphilis, frequency: 1
token: synthesize, frequency: 1
token: syntax, frequency: 1
token: synonyms, frequency: 1
token: symptoms, frequency: 1
token: sympathetically, frequency: 1
token: symbolize, frequency: 1
token: symbol, frequency: 1
token: swung, frequency: 1
token: swum, frequency: 1
token: sworn, frequency: 1
token: switchover, frequency: 1
token: swished, frequency: 1
token: swirls, frequency: 1
token: swirled, frequency: 1
token: swirl, frequency: 1
token: swinging, frequency: 1
token: swim, frequency: 1
token: sweltering, frequency: 1
token: swells, frequency: 1
token: swelling, frequency: 1
token: sweetness, frequency: 1
token: sweeps, frequency: 1
token: sweeping, frequency: 1
token: sweep, frequency: 1
token: sweaty, frequency: 1
token: swaying, frequency: 1
token: swayed, frequency: 1
token: swarms, frequency: 1
token: swap, frequency: 1
token: swallowers, frequency: 1
token: sustained, frequency: 1
token: suspended, frequency: 1
token: suspect, frequency: 1
token: susceptible, frequency: 1
token: surveillance, frequency: 1
token: surrendered, frequency: 1
token: surprised, frequency: 1
token: surly, frequency: 1
token: surgeons, frequency: 1
token: surfaces, frequency: 1
token: suppression, frequency: 1
token: supported, frequency: 1
token: supplied, frequency: 1
token: supplemented, frequency: 1
token: supplementary, frequency: 1
token: superlatively, frequency: 1
token: sunk, frequency: 1
token: sunburnt, frequency: 1
token: sums, frequency: 1
token: summon, frequency: 1
token: summery, frequency: 1
token: sulphuric, frequency: 1
token: sulkily, frequency: 1
token: suits, frequency: 1
token: suited, frequency: 1
token: suitably, frequency: 1
token: suitable, frequency: 1
token: suicides, frequency: 1
token: suggests, frequency: 1
token: suggestive, frequency: 1
token: suggest, frequency: 1
token: suffocation, frequency: 1
token: suffix, frequency: 1
token: suffered, frequency: 1
token: suddenness, frequency: 1
token: succumbing, frequency: 1
token: succumbed, frequency: 1
token: successors, frequency: 1
token: successive, frequency: 1
token: succession, frequency: 1
token: succeed, frequency: 1
token: subtlety, frequency: 1
token: subtlest, frequency: 1
token: subtilized, frequency: 1
token: subterranean, frequency: 1
token: substitution, frequency: 1
token: subsided, frequency: 1
token: subsequent, frequency: 1
token: subscriptions, frequency: 1
token: submitting, frequency: 1
token: submit, frequency: 1
token: submachine, frequency: 1
token: subjection, frequency: 1
token: subdued, frequency: 1
token: stupendous, frequency: 1
token: stupefied, frequency: 1
token: stumpy, frequency: 1
token: stumping, frequency: 1
token: stumbled, frequency: 1
token: stuffy, frequency: 1
token: stuffed, frequency: 1
token: study, frequency: 1
token: studios, frequency: 1
token: stubborn, frequency: 1
token: stubbled, frequency: 1
token: struggles, frequency: 1
